Handle,Variant Barcode,Title,Body (HTML),Vendor,Product Category,Type,Tags,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Gift Card,Variant Weight Unit,Cost per item,Included / United States,Included / International,Status
species-changelings-20250919,810079502103,Species - Changelings LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>The first album from unconventional Polish power trio Species, To Find Deliverance, leveled one with it's rare blend of technical thrash prowess and unorthodox but highly inspired songwriting, enough to make 20 Buck Spin's best of 2022 album list. Out of that list a collaboration was born and now Species make their 20 Buck Spin debut with second album Changelings. A step up in every regard, Changelings is astonishing in it's accomplished precision and how much it manages to achieve within the scope of individual tracks and as a cohesive whole. The album features an overload of angular guitar warfare, traditional Euro-thrash aggression with a modern resonance, rhythmic percussive seizures, and intricate basslines that make their intention deeply felt, not just following the guitar but dialoguing with it in a way that offers a second melodic brain to the album. In combination these elements thread seamlessly to give Changelings it's colorful and uncanny vision, as if John Carpenter had co-produced Rust In Peace behind the iron curtain. It's bristling with sci-fi paranoia, alien terror and a hint of Cold War menace. The early convergence of thrash metal with death metal is also unmistakably present in the shape-shifting sound of Species.While there's more than enough primitive and traditional thrash bands to go around, Species embraces the genre's lesser-travelled road of forward-thinking virtuosity and inventive experimentation, showing there's still plenty of fertile ground to seed new musical territory. Nowhere is it more apparent than on 10-minute album closer ""Biological Masterpiece"", where Species displays all it's weapons; hyperspeed assaults, dystopian lulls and instrumental mastery, in a climatic saga beyond space and time. Changelings is that rare album nowadays that still has the ability to surprise in the most triumphant and euphoric way possible.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,26.0046,33.004599999999996,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/25/4451325-3436789.jpg,FALSE,lb,20.0046,TRUE,TRUE,draft
sandy-shorts-dimpleface-20250919,199350794049,Sandy Shorts - Dimpleface LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,40,shopify,continue,manual,23.702299999999997,30.702299999999997,TRUE,TRUE,,FALSE,lb,17.702299999999997,TRUE,TRUE,draft
sons-of-sevilla-street-light-moon-20250919,780661143918,Sons of Sevilla - Street Light Moon LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>UK-based duo Sons of Sevilla's second album, Street Light Moon, echoes endless summers and retro-futurist reveries. Produced by GRAMMY-winning Adrian Quesada of Black Pumas, the album was inspired by a world's worth of influences and the pursuit of a vintage, real sound. The duo of brothers Henry and Reuben Smith have released several well-received singles, including the lead 7-inch single ""All The While."" The band has also announced a US tour this fall with Skinshape.  With a sound untethered to time or place, Sons of Sevilla-the brother duo of Henry and Reuben Smith-craft songs that drift between continents and eras. Raised in the shadow of a British pub on the outskirts of Leeds, educated by the jukebox and summer trips to sunlit Sevilla, their music blends transatlantic storytelling with borderless textures.  No longer just an English indie rock band-if they ever were-Sons of Sevilla's Street Light Moon inhabits a space all their own: untethered, exploratory, and evocative.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,23.6946,30.6946,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/92/4451392-3436897.jpg,FALSE,lb,17.6946,TRUE,TRUE,draft
paradise-lost-ascension-20250919,4065629687977,Paradise Lost - Ascension LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,,FALSE,lb,27.7046,TRUE,TRUE,draft
lastelle-exist-dracula-blood-red-colored-vinyl-20250919,5037300539348,Lastelle - Exist - Dracula Blood Red Colored Vinyl LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,38.332300000000004,45.332300000000004,TRUE,TRUE,,FALSE,lb,32.332300000000004,TRUE,TRUE,draft
brokeback-mountain-o-s-t-brokeback-mountain-original-soundtrack-deluxe-edition-gatefold-lp-jacket-booklet-20250919,602478513077,"Brokeback Mountain / O.S.T. - Brokeback Mountain (Original Soundtrack) LP (Deluxe Edition, Gatefold LP Jacket, Booklet)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>Various Artists - ""Brokeback Mountain (Original Motion Picture Soundtrack)"". Celebrating the 20th anniversary of the landmark film and soundtrack, Brokeback Mountain makes it's long-awaited vinyl debut. Composed and produced by Gustavo Santaolalla, the album blends highlights from the score written by Santaolalla and features performances from Willie Nelson, Emmylou Harris, Teddy Thompson and Rufus Wainwright. Directed by Ang Lee and starring Heath Ledger, Jake Gyllenhaal, Anne Hathaway, and Michelle Williams, Brokeback Mountain became an instant classic, breaking cinematic and social barriers and winning the Academy Award for Best Original Score. This first-ever vinyl release is housed in a deluxe gatefold jacket and includes a 16-page booklet featuring rare photos from the film's production.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,33.7046,40.7046,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/16/4435416-3407965.jpg,FALSE,lb,27.7046,TRUE,TRUE,draft
ups-and-downs-stained-glass-memories-colored-vinyl-yellow-20250919,781005855153,"Ups and Downs - Stained Glass Memories LP (Colored Vinyl, Yellow)","<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.7846,43.7846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/97/4431897-3400608.jpg,FALSE,lb,30.784599999999998,TRUE,TRUE,draft
orchids-lyceum-20250919,5051142058126,Orchids - Lyceum LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.7846,43.7846,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/62/4447462-3424125.jpg,FALSE,lb,30.784599999999998,TRUE,TRUE,draft
svartepeeng-innesperra-20250919,7041889512409,Svartepeeng - Innesperra LP,"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,36.0223,43.0223,TRUE,TRUE,,FALSE,lb,30.0223,TRUE,TRUE,draft
species-changelings-colored-vinyl-20250919,810079502097,Species - Changelings LP (Colored Vinyl),"<p>This is a preorder for 09/19/2025! We will ship as soon as your full order arrives, which will usually be that day or the following day. Occasionally, it may be up to a week later. See the full list of the week for more details, and email info@latchkeyrecords.com with any questions!</p><p>*ON LIMITED NEON GREEN VINYL!!! The first album from unconventional Polish power trio Species, To Find Deliverance, leveled one with it's rare blend of technical thrash prowess and unorthodox but highly inspired songwriting, enough to make 20 Buck Spin's best of 2022 album list. Out of that list a collaboration was born and now Species make their 20 Buck Spin debut with second album Changelings. A step up in every regard, Changelings is astonishing in it's accomplished precision and how much it manages to achieve within the scope of individual tracks and as a cohesive whole. The album features an overload of angular guitar warfare, traditional Euro-thrash aggression with a modern resonance, rhythmic percussive seizures, and intricate basslines that make their intention deeply felt, not just following the guitar but dialoguing with it in a way that offers a second melodic brain to the album. In combination these elements thread seamlessly to give Changelings it's colorful and uncanny vision, as if John Carpenter had co-produced Rust In Peace behind the iron curtain. It's bristling with sci-fi paranoia, alien terror and a hint of Cold War menace. The early convergence of thrash metal with death metal is also unmistakably present in the shape-shifting sound of Species.While there's more than enough primitive and traditional thrash bands to go around, Species embraces the genre's lesser-travelled road of forward-thinking virtuosity and inventive experimentation, showing there's still plenty of fertile ground to seed new musical territory. Nowhere is it more apparent than on 10-minute album closer ""Biological Masterpiece"", where Species displays all it's weapons; hyperspeed assaults, dystopian lulls and instrumental mastery, in a climatic saga beyond space and time. Changelings is that rare album nowadays that still has the ability to surprise in the most triumphant and euphoric way possible.</p>",Alliance Entertainment,Media > Music & Sound Recordings > Records & LPs,Records & LPs,"preorder club,preorder20250919",Title,Default Title,180,shopify,continue,manual,27.5446,34.5446,TRUE,TRUE,https://mediacdn.aent-m.com/prod-img/500/27/4451327-3436788.jpg,FALSE,lb,21.5446,TRUE,TRUE,draft
